cardId,issuer,cardName,generator_ready,primary_status,recoverable_benefit
"2885","삼성카드","삼성 iD SELECT ALL 카드","false","TARGET_NOT_MAPPED","할인"
"2915","삼성카드","THE iD. 1st","false","MERCHANT_NOT_MAPPED","프리미엄"
"51","삼성카드","삼성카드 taptap O","false","MERCHANT_NOT_MAPPED","대중교통"
"2886","삼성카드","삼성 iD SELECT ON 카드","false","TARGET_NOT_MAPPED","해외"
"2676","삼성카드","삼성 iD GLOBAL 카드","false","TARGET_NOT_MAPPED","수수료우대"
"1909","삼성카드","THE 1 (스카이패스)","false","TARGET_NOT_MAPPED","공항"
"2376","삼성카드","삼성 iD SIMPLE 카드","false","TARGET_NOT_MAPPED","모든가맹점"
"2235","삼성카드","삼성 iD ON 카드","false","INFORMATION_ONLY","선택형"
"458","삼성카드","네이버페이 taptap","false","DIRECT_OFFLINE_REVIEW_REQUIRED","선택형"
"2988","삼성카드","트라이플러스 삼성카드","false","TARGET_NOT_MAPPED","해외"
"394","삼성카드","삼성체크카드 & CASHBACK","false","MERCHANT_NOT_MAPPED","모든가맹점"
"393","삼성카드","삼성체크카드 & POINT","false","MERCHANT_NOT_MAPPED","모든가맹점"
"13","신한카드","신한카드 Mr.Life","false","TARGET_NOT_MAPPED","병원/약국"
"2759","신한카드","신한카드 처음(ANNIVERSE)","false","TARGET_NOT_MAPPED","생활"
"2835","신한카드","신한카드 Discount Plan+","false","TARGET_NOT_MAPPED","생활"
"2950","신한카드","신한카드 Simple Plan+","false","TARGET_NOT_MAPPED","할인"
"2666","신한카드","신한카드 Point Plan","false","TARGET_NOT_MAPPED","적립"
"466","신한카드","신한카드 Air One","false","TARGET_NOT_MAPPED","대한항공"
"2258","신한카드","#Pay 신한카드","false","NON_RULE_DETAIL","유의사항"
"8","신한카드","신한카드 The CLASSIC-Y","false","TARGET_NOT_MAPPED","면세점"
"2532","신한카드","신한카드 Globus","false","TARGET_NOT_MAPPED","수수료우대"
"716","신한카드","메리어트 본보이™ 더 베스트 신한카드","false","MERCHANT_NOT_MAPPED","호텔"
"15","신한카드","신한카드 The CLASSIC+","false","TARGET_NOT_MAPPED","면세점"
"2731","신한카드","신한카드 Point Plan+","false","TARGET_NOT_MAPPED","적립"
"2831","신한카드","알리익스프레스 신한카드","false","MERCHANT_NOT_MAPPED","쇼핑"
"2855","신한카드","Haru(Hoshino Resorts)","false","TARGET_NOT_MAPPED","해외이용"
"16","신한카드","신한카드 RPM+ Platinum#","false","TARGET_NOT_MAPPED","프리미엄"
"993","신한카드","신한카드 The BEST+","false","TARGET_NOT_MAPPED","골프"
"2667","신한카드","신한카드 SOL트래블 체크","false","TARGET_NOT_MAPPED","해외"
"2933","신한카드","신한카드 나라사랑카드 체크","false","TARGET_NOT_MAPPED","할인"
"2977","신한카드","신한카드 SOL트립앤J 체크","false","MERCHANT_NOT_MAPPED","해외"
"2492","신한카드","신한카드 플리 체크(산리오캐릭터즈)","false","TARGET_NOT_MAPPED","국내외가맹점"
"391","신한카드","신한카드 하이패스(전용) 체크","false","TARGET_NOT_MAPPED","하이패스"
"2890","신한카드","신한카드 Point Plan 체크 캐릭터형(짱구)","false","TARGET_NOT_MAPPED","생활"
"2889","신한카드","신한카드 처음 체크(냐한남자)","false","TARGET_NOT_MAPPED","도서"
"2893","신한카드","신한카드 Pick I 체크 캐릭터형(한교동)","false","TARGET_NOT_MAPPED","해외이용"
"2528","신한카드","신한카드 Pick E 체크","false","TARGET_NOT_MAPPED","해외이용"
"2527","신한카드","신한카드 Pick I 체크","false","TARGET_NOT_MAPPED","해외이용"
"2887","신한카드","신한카드 처음 체크","false","TARGET_NOT_MAPPED","도서"
"303","신한카드","GS칼텍스 신한카드 경차사랑 체크","false","TARGET_NOT_MAPPED","보험"
"2922","신한카드","신한카드 SOL글로벌 체크","false","MERCHANT_NOT_MAPPED","할인"
"2310","엔에이치엔페이코","PAYCO 포인트 카드","false","MERCHANT_NOT_MAPPED","적립"
"2980","우리카드","카드의정석2 SUPER","false","MERCHANT_NOT_MAPPED","국내외가맹점"
"2553","우리카드","카드의정석 EVERY MILE SKYPASS","false","TARGET_NOT_MAPPED","대한항공"
"2687","우리카드","카드의정석 SHOPPING+","false","EXCLUSIONS_UNSUPPORTED","카페"
"2848","우리카드","카드의정석2","false","TARGET_NOT_MAPPED","국내외가맹점"
"2898","우리카드","우리카드 MILE&POINT","false","TARGET_NOT_MAPPED","기타"
"2902","우리카드","the OPUS silver","false","TARGET_NOT_MAPPED","공항"
"2613","우리카드","ALL 우리카드 Infinite","false","INFORMATION_ONLY","공항라운지"
"2700","우리카드","위비트래블 체크카드","false","TARGET_NOT_MAPPED","해외"
"2742","우리카드","카드의정석 EVERYDAY CHECK","false","TARGET_NOT_MAPPED","국내외가맹점"
"325","우리카드","그랑블루 체크카드","false","MERCHANT_NOT_MAPPED","모든가맹점"
"2760","우리카드","카드의정석 칼퇴 CHECK","false","MERCHANT_NOT_MAPPED","푸드"
"2519","우체국","개이득 체크카드","false","MERCHANT_NOT_MAPPED","할인"
"2976","우체국","우체국 MY-TYPE 체크카드","false","DIRECT_OFFLINE_REVIEW_REQUIRED","캐시백"
"2227","우체국","영리한 PLUS 체크카드","false","TARGET_NOT_MAPPED","기타"
"571","우체국","어디서나 체크카드","false","TARGET_NOT_MAPPED","쇼핑"
"435","카카오뱅크","카카오뱅크 프렌즈 체크카드","false","MERCHANT_NOT_MAPPED","혜택 프로모션"
"2910","카카오뱅크","카카오뱅크 스마트 하이패스카드","false","TARGET_NOT_MAPPED","하이패스"
"2421","카카오뱅크","카카오뱅크 개인사업자 체크카드","false","MERCHANT_NOT_MAPPED","생활"
"686","카카오뱅크","카카오뱅크 mini카드","false","INFORMATION_ONLY","대중교통"
"2749","케이뱅크","ONE 체크카드","false","MERCHANT_NOT_MAPPED","대중교통"
"669","케이뱅크","케이뱅크 플러스 체크카드","false","MERCHANT_NOT_MAPPED","모든가맹점"
"436","케이뱅크","케이뱅크 X KT멤버십더블혜택 체크카드","false","INFORMATION_ONLY","수수료우대"
"2961","하나카드","트래블로그+(플러스) 신용카드","false","INFORMATION_ONLY","수수료우대"
"2237","하나카드","하나 스카이패스 아멕스 플래티늄 카드","false","TARGET_NOT_MAPPED","공항라운지"
"2904","하나카드","토스뱅크 하나카드 Day","false","TARGET_NOT_MAPPED","생활"
"2934","하나카드","하나 나라사랑카드","false","MERCHANT_NOT_MAPPED","실적조건 없음"
"2432","하나카드","네이버페이 머니 하나 체크카드","false","INFORMATION_ONLY","선택형"
"2394","하나카드","트래블로그 체크카드","false","TARGET_NOT_MAPPED","적립"
"2750","하나카드","달달 하나 체크카드","false","DIRECT_OFFLINE_REVIEW_REQUIRED","수수료우대"
"382","하나카드","카카오페이 체크카드","false","INFORMATION_ONLY","선택형"
"2682","하나카드","K-패스 하나 체크카드","false","MERCHANT_NOT_MAPPED","대중교통"
"690","하나카드","모두의 일상 체크카드","false","DIRECT_OFFLINE_REVIEW_REQUIRED","해외"
"749","하나카드","VIVA X 체크카드","false","MERCHANT_NOT_MAPPED","할인"
"2775","하나카드","카카오페이 트래블로그 체크카드","false","INFORMATION_ONLY","해외이용"
"2740","하나카드","트래블GO 체크카드","false","MERCHANT_NOT_MAPPED","적립"
"2663","현대카드","American Express® Gold Card Edition2","false","TARGET_NOT_MAPPED","프리미엄 서비스"
"2881","현대카드","알파벳카드S","false","PAYMENT_CHANNEL_UNSUPPORTED","할인"
"2711","현대카드","대한항공카드 300","false","TARGET_NOT_MAPPED","대한항공"
"2967","현대카드","알파벳카드B","false","PAYMENT_CHANNEL_UNSUPPORTED","할인"
"2969","현대카드","알파벳카드R","false","INFORMATION_ONLY","프리미엄 서비스"
"2878","현대카드","알파벳카드D","false","PAYMENT_CHANNEL_UNSUPPORTED","할인"
"2712","현대카드","대한항공카드 the First Edition2","false","TARGET_NOT_MAPPED","대한항공"
"2880","현대카드","알파벳카드O","false","MERCHANT_NOT_MAPPED","할인"
"2646","현대카드","현대카드ZERO Edition3(할인형)","false","TARGET_NOT_MAPPED","할인"
"2879","현대카드","알파벳카드H","false","TARGET_NOT_MAPPED","할인"
"2710","현대카드","대한항공카드 120","false","TARGET_NOT_MAPPED","대한항공"
"2709","현대카드","대한항공카드 060","false","TARGET_NOT_MAPPED","대한항공"
"2669","현대카드","현대카드 M","false","NON_RULE_DETAIL","유의사항"
"2692","현대카드","현대카드 Summit","false","TARGET_NOT_MAPPED","적립"
"2662","현대카드","American Express® Green Card Edition2","false","TARGET_NOT_MAPPED","프리미엄 서비스"
"2882","현대카드","알파벳카드T","false","TARGET_NOT_MAPPED","할인"
"2794","현대카드","네이버 현대카드 Edition2","false","NON_RULE_DETAIL","유의사항"
"2844","현대카드","현대카드 ZERO Up(할인형)","false","TARGET_NOT_MAPPED","할인"
"2938","현대카드","현대카드MY BUSINESS M F&B","false","TARGET_NOT_MAPPED","적립"
"2664","현대카드","American Express The Platinum Card®Edition2","false","TARGET_NOT_MAPPED","프리미엄 서비스"
"2942","현대카드","에너지플러스 현대카드","false","MERCHANT_NOT_MAPPED","주유"
"407","현대카드","현대카드M CHECK","false","MERCHANT_NOT_MAPPED","적립"
"408","현대카드","현대카드X CHECK","false","MERCHANT_NOT_MAPPED","모든가맹점"
"2197","현대카드","현대카드M CHECK-경차전용카드(유류세 환급)","false","TARGET_NOT_MAPPED","기타"
"2430","현대카드","SC제일은행-현대카드 M CHECK","false","TARGET_NOT_MAPPED","적립"
"2982","현대카드","현대카드 체크(포인트형)","false","TARGET_NOT_MAPPED","국내외가맹점"
"2431","현대카드","SC제일은행-현대카드 X CHECK","false","TARGET_NOT_MAPPED","캐시백"
